country,happiness_rating,GDP_per_capita,social_support_rating,life_expectancy,democratic_quality,delivery_quality,corruption_perceptions,positive_affect,negative_affect
Thailand,6.101891926357142,9.573987756500001,0.8916288017857141,65.95000076214285,-0.8953447617692306,0.002305977307692308,0.9087529267857143,0.8541052297857143,0.17360581985714285
Togo,3.555059803777778,7.246409416111111,0.4561041128888889,52.837777880000004,-0.6101807392499999,-0.93095105875,0.8031490645555556,0.5617738367777778,0.4199900097777778
Trinidad and Tobago,6.2813890456,10.327310563999998,0.8814275146,62.54000015199999,0.2856211182,0.0782988758,0.9270447131999999,0.8399971246000002,0.21619059140000002
Tunisia,4.758111260090908,9.277898615000002,0.6891946496000001,65.93272677181818,-0.45754177880000013,-0.10926014179999999,0.8326618020000001,0.5590143293999998,0.32573115810000003
Turkey,5.307661313230769,9.955698673769232,0.7940761308461539,65.18769249615386,-0.7670947015833335,0.11361314699999997,0.7590342806153847,0.5485706443846154,0.3593546816153846
Turkmenistan,5.6004999160999995,9.544402790200001,0.9352402568,61.003999711000006,-1.0348349545555555,-1.5251754785555558,,0.6282929301,0.1982621798
Uganda,4.279919828571429,7.406096833071429,0.8108298013571428,52.035714286428565,-0.7088319842307692,-0.5186464075384614,0.8427454064285713,0.6762443950714286,0.31932769071428574
Ukraine,4.731521129500001,8.9983718055,0.8734358421428572,62.79285730642857,-0.43697366438461543,-0.7049209107692308,0.9316932899999999,0.5948624100000001,0.21878397257142854
United Arab Emirates,6.82902562625,11.065523226666668,0.865712919,66.5750001275,-0.10531949990909091,0.9125603328181818,0.29911703866666667,0.7720354795,0.2600105513636364
United Kingdom,6.9218569169999995,10.552859672307692,0.9440258832307692,71.53999974076922,0.84656311075,1.6921230555000004,0.48684280646153844,0.8045828388461539,0.22044772246153851
United States,7.094569512714285,10.856924056428571,0.9191826994615386,68.464285715,0.8092953561538463,1.4851169036923078,0.689088187,0.8304730397857142,0.25925457585714284
Uruguay,6.258516345857143,9.800652367785714,0.901006051357143,68.32142857142857,1.0105561843846156,0.7187591882307692,0.5894354497142856,0.8240865765714285,0.26145410335714286
Uzbekistan,5.791760701461538,8.500432674846154,0.9283809156153846,63.73230743384616,-1.308829257916667,-1.170651237083333,0.5145938018181819,0.7900390258461539,0.1577784506153846
Venezuela,6.042505191,9.537688862363638,0.9146796968461539,65.92923032230769,-1.065507114,-1.51255552975,0.7997673566153848,0.806518774846154,0.2515965436923077
Vietnam,5.305872406285714,8.517049244571428,0.8291332674615384,66.92857142857143,-0.6162560308461539,-0.4085497603846153,0.7847522795,0.6454867535384616,0.2065132662307692
Yemen,3.912124077416666,8.150122295727273,0.7398030558333334,54.86666647749999,-1.973465291,-1.2618146592727273,0.8248315587777779,0.5305818592500001,0.293547788
Zambia,4.529804871615385,8.128848625846155,0.7354981303076923,51.35384603692308,0.07027418116666666,-0.4788402591666667,0.8302763334615386,0.7228322670769232,0.2905068483076923
Zimbabwe,3.934324162357143,7.692823716714286,0.8053477407142858,49.764285768571426,-1.1236747824615383,-1.5335296667692309,0.8481322484285715,0.7187935881428571,0.21575462507142862
