,Province/State,Country/Region,Lat,Long,date,cases
257,Shanxi,China,37.5777,112.2922,2020-01-29,27
258,Sichuan,China,30.6171,102.7103,2020-01-29,108
259,Tianjin,China,39.3054,117.323,2020-01-29,27
260,Tibet,China,31.6927,88.0924,2020-01-29,0
261,Xinjiang,China,41.1129,85.2401,2020-01-29,13
262,Yunnan,China,24.974,101.48700000000001,2020-01-29,55
263,Zhejiang,China,29.1832,120.0934,2020-01-29,296
264,Anhui,China,31.8257,117.2264,2020-01-30,200
265,Beijing,China,40.1824,116.4142,2020-01-30,114
266,Chongqing,China,30.0572,107.874,2020-01-30,182
267,Fujian,China,26.0789,117.9874,2020-01-30,101
268,Gansu,China,35.7518,104.2861,2020-01-30,26
269,Guangdong,China,23.3417,113.4244,2020-01-30,354
270,Guangxi,China,23.8298,108.7881,2020-01-30,78
271,Guizhou,China,26.8154,106.8748,2020-01-30,12
272,Hainan,China,19.1959,109.7453,2020-01-30,46
273,Hebei,China,39.549,116.1306,2020-01-30,65
274,Heilongjiang,China,47.861999999999995,127.7615,2020-01-30,44
275,Henan,China,37.8957,114.9042,2020-01-30,278
276,Hong Kong,China,22.3,114.2,2020-01-30,10
277,Hubei,China,30.9756,112.2707,2020-01-30,4903
278,Hunan,China,27.6104,111.7088,2020-01-30,277
279,Inner Mongolia,China,44.0935,113.9448,2020-01-30,19
280,Jiangsu,China,32.9711,119.455,2020-01-30,129
281,Jiangxi,China,27.614,115.7221,2020-01-30,162
282,Jilin,China,43.6661,126.1923,2020-01-30,14
283,Liaoning,China,41.2956,122.6085,2020-01-30,41
284,Macau,China,22.1667,113.55,2020-01-30,7
285,Ningxia,China,37.2692,106.1655,2020-01-30,17
286,Qinghai,China,35.7452,95.9956,2020-01-30,8
287,Shaanxi,China,35.1917,108.8701,2020-01-30,63
288,Shandong,China,36.3427,118.1498,2020-01-30,158
289,Shanghai,China,31.201999999999998,121.4491,2020-01-30,112
290,Shanxi,China,37.5777,112.2922,2020-01-30,35
291,Sichuan,China,30.6171,102.7103,2020-01-30,142
292,Tianjin,China,39.3054,117.323,2020-01-30,31
293,Tibet,China,31.6927,88.0924,2020-01-30,1
294,Xinjiang,China,41.1129,85.2401,2020-01-30,14
295,Yunnan,China,24.974,101.48700000000001,2020-01-30,70
296,Zhejiang,China,29.1832,120.0934,2020-01-30,428
297,Anhui,China,31.8257,117.2264,2020-01-31,237
298,Beijing,China,40.1824,116.4142,2020-01-31,139
299,Chongqing,China,30.0572,107.874,2020-01-31,211
300,Fujian,China,26.0789,117.9874,2020-01-31,120
301,Gansu,China,35.7518,104.2861,2020-01-31,29
302,Guangdong,China,23.3417,113.4244,2020-01-31,436
303,Guangxi,China,23.8298,108.7881,2020-01-31,87
304,Guizhou,China,26.8154,106.8748,2020-01-31,29
305,Hainan,China,19.1959,109.7453,2020-01-31,52
306,Hebei,China,39.549,116.1306,2020-01-31,82
307,Heilongjiang,China,47.861999999999995,127.7615,2020-01-31,59
308,Henan,China,37.8957,114.9042,2020-01-31,352
309,Hong Kong,China,22.3,114.2,2020-01-31,12
310,Hubei,China,30.9756,112.2707,2020-01-31,5806
311,Hunan,China,27.6104,111.7088,2020-01-31,332
312,Inner Mongolia,China,44.0935,113.9448,2020-01-31,20
313,Jiangsu,China,32.9711,119.455,2020-01-31,168
314,Jiangxi,China,27.614,115.7221,2020-01-31,240
315,Jilin,China,43.6661,126.1923,2020-01-31,14
316,Liaoning,China,41.2956,122.6085,2020-01-31,48
317,Macau,China,22.1667,113.55,2020-01-31,7
318,Ningxia,China,37.2692,106.1655,2020-01-31,21
319,Qinghai,China,35.7452,95.9956,2020-01-31,8
320,Shaanxi,China,35.1917,108.8701,2020-01-31,87
